country,series_name,quarter,base_year,base_value,currency,value,scope_inclusions,scope_exclusions,source_url,is_placeholder,provenance_note,replace_with
IN,WPI-CEM,2025Q3,2022,100.0,INR,94.9,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q3.",
IN,WPI-CEM,2025Q4,2022,100.0,INR,93.4,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q4.",
IN,WPI-CEM,2026Q1,2022,100.0,INR,93.7,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q1.",
IN,WPI-CEM,2026Q2,2022,100.0,INR,95.6,"Wholesale Price Index of cement, lime and plaster (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q2.",
IN,WPI-STL,2023Q2,2022,100.0,INR,95.6,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q2.",
IN,WPI-STL,2023Q3,2022,100.0,INR,92.0,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q3.",
IN,WPI-STL,2023Q4,2022,100.0,INR,91.7,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q4.",
IN,WPI-STL,2024Q1,2022,100.0,INR,89.1,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q1.",
IN,WPI-STL,2024Q2,2022,100.0,INR,91.6,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q2.",
IN,WPI-STL,2024Q3,2022,100.0,INR,87.1,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q3.",
IN,WPI-STL,2024Q4,2022,100.0,INR,86.1,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q4.",
IN,WPI-STL,2025Q1,2022,100.0,INR,85.4,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q1.",
IN,WPI-STL,2025Q2,2022,100.0,INR,87.0,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q2.",
IN,WPI-STL,2025Q3,2022,100.0,INR,83.7,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q3.",
IN,WPI-STL,2025Q4,2022,100.0,INR,82.0,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q4.",
IN,WPI-STL,2026Q1,2022,100.0,INR,87.4,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q1.",
IN,WPI-STL,2026Q2,2022,100.0,INR,91.8,"Wholesale Price Index of basic iron and steel (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q2.",
IN,WPI-CEM-OPC,2023Q2,2022,100.0,INR,98.0,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q2.",
IN,WPI-CEM-OPC,2023Q3,2022,100.0,INR,98.6,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q3.",
IN,WPI-CEM-OPC,2023Q4,2022,100.0,INR,101.6,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q4.",
IN,WPI-CEM-OPC,2024Q1,2022,100.0,INR,97.3,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q1.",
IN,WPI-CEM-OPC,2024Q2,2022,100.0,INR,94.9,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q2.",
IN,WPI-CEM-OPC,2024Q3,2022,100.0,INR,92.1,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q3.",
IN,WPI-CEM-OPC,2024Q4,2022,100.0,INR,94.7,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q4.",
IN,WPI-CEM-OPC,2025Q1,2022,100.0,INR,96.1,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q1.",
IN,WPI-CEM-OPC,2025Q2,2022,100.0,INR,97.9,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q2.",
IN,WPI-CEM-OPC,2025Q3,2022,100.0,INR,96.6,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q3.",
IN,WPI-CEM-OPC,2025Q4,2022,100.0,INR,95.0,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q4.",
IN,WPI-CEM-OPC,2026Q1,2022,100.0,INR,95.2,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q1.",
IN,WPI-CEM-OPC,2026Q2,2022,100.0,INR,96.8,"Wholesale Price Index of ordinary Portland cement (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q2.",
IN,WPI-STL-BARS,2023Q2,2022,100.0,INR,95.1,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q2.",
IN,WPI-STL-BARS,2023Q3,2022,100.0,INR,89.9,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q3.",
IN,WPI-STL-BARS,2023Q4,2022,100.0,INR,89.9,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q4.",
IN,WPI-STL-BARS,2024Q1,2022,100.0,INR,87.0,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q1.",
IN,WPI-STL-BARS,2024Q2,2022,100.0,INR,91.4,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q2.",
IN,WPI-STL-BARS,2024Q3,2022,100.0,INR,85.6,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q3.",
IN,WPI-STL-BARS,2024Q4,2022,100.0,INR,85.6,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q4.",
IN,WPI-STL-BARS,2025Q1,2022,100.0,INR,85.4,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q1.",
IN,WPI-STL-BARS,2025Q2,2022,100.0,INR,87.2,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q2.",
IN,WPI-STL-BARS,2025Q3,2022,100.0,INR,81.4,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q3.",
IN,WPI-STL-BARS,2025Q4,2022,100.0,INR,79.2,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q4.",
IN,WPI-STL-BARS,2026Q1,2022,100.0,INR,86.7,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q1.",
IN,WPI-STL-BARS,2026Q2,2022,100.0,INR,89.4,"Wholesale Price Index of mild steel bars and rods (TMT reinforcement proxy) (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q2.",
IN,WPI-RMC,2023Q2,2022,100.0,INR,103.0,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q2.",
IN,WPI-RMC,2023Q3,2022,100.0,INR,102.5,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q3.",
IN,WPI-RMC,2023Q4,2022,100.0,INR,103.2,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2023Q4.",
IN,WPI-RMC,2024Q1,2022,100.0,INR,104.8,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q1.",
IN,WPI-RMC,2024Q2,2022,100.0,INR,102.3,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q2.",
IN,WPI-RMC,2024Q3,2022,100.0,INR,103.0,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q3.",
IN,WPI-RMC,2024Q4,2022,100.0,INR,102.6,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2024Q4.",
IN,WPI-RMC,2025Q1,2022,100.0,INR,104.1,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q1.",
IN,WPI-RMC,2025Q2,2022,100.0,INR,105.3,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q2.",
IN,WPI-RMC,2025Q3,2022,100.0,INR,104.4,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q3.",
IN,WPI-RMC,2025Q4,2022,100.0,INR,104.2,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2025Q4.",
IN,WPI-RMC,2026Q1,2022,100.0,INR,103.7,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q1.",
IN,WPI-RMC,2026Q2,2022,100.0,INR,106.8,"Wholesale Price Index of pre-fabricated concrete incl. ready-mixed concrete (India). This is a MATERIALS index: it measures input material prices and contains no labour, plant or preliminaries content.",External Works,https://eaindustry.nic.in/download_data_2223.asp,false,"REAL DATA. Office of the Economic Adviser, DPIIT, Ministry of Commerce and Industry - Wholesale Price Index, base 2022-23 = 100. Value is the unweighted mean of the 3 published monthly indices for calendar quarter 2026Q2.",
IN,CPWD,2023Q1,2023,100.0,INR,100.0,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
IN,CPWD,2023Q2,2023,100.0,INR,101.8,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
IN,CPWD,2023Q3,2023,100.0,INR,103.5,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
IN,CPWD,2023Q4,2023,100.0,INR,105.1,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
IN,CPWD,2024Q1,2023,100.0,INR,106.6,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
IN,CPWD,2024Q2,2023,100.0,INR,108.0,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
IN,CPWD,2024Q3,2023,100.0,INR,109.3,"Building works: civil, structural and finishes, DSR-based estimates",Piling;External Works;M&E Services,https://cpwd.gov.in/,true,"INDICATIVE. The CPWD and NBO city cost indices are published as circulars and PDF reports; no machine-readable feed could be verified, so this value is synthetic. The India WPI series in this database are REAL.","# TODO: replace with the actual CPWD Cost Index value for the reference city, from the CPWD cost index circular"
